id,orpha,gard,omim,mondo,mesh,umls,icd10,do,description,prevalence,inheritance,age_onset,created_at,updated_at,meddra,orpha_name,gard_name,synonym,disease_gene_relationships_count,disease_phenotype_relationships_count,alias,not_rare_orpha,not_rare_gard
830,ORPHA:300359,,614468,,,,L50.2,,"PLCG2-associated antibody deficiency and immune dysregulation is a rare, hereditary, immune deficiency with skin involvement characterized by early-onset cold urticaria after generalized exposure to cold air or evaporative cooling and not after contact with cold objects. Additional immunologic abnormalities are often present - antibody deficiency, recurrent infections, autoimmune disease and symptomatic allergic disease.",,Autosomal dominant ,"Infancy, Neonatal",2021-04-20 16:03:42,2021-04-21 16:14:27,,PLCG2-associated antibody deficiency and immune dysregulation,,,0,0,,,NULL
831,ORPHA:568056,,,,,,-,,"A rare primary lymphedema characterized by extensive, multisegmental lymphedema, associated with persistent, widespread infections with various genital high- and low-risk human papillomaviruses, resulting in multifocal anogenital dysplasia. Laboratory examination shows abnormalities in lymphocyte subsets, in particular CD4+ T-cells. Epidermal nevi and capillary malformations have also been reported.",,-,"Neonatal, Infancy",2021-04-20 16:03:46,2021-04-21 16:14:30,,Warts-immunodeficiency-lymphedema-anogenital dysplasia syndrome,,,0,0,,,NULL
832,ORPHA:217093,,309900,,,,E76.1,,"Mucopolysaccharidosis type 2, attenuated form (MPS2att), the less severe form of MPS2 (see this term), leads to a massive accumulation of glycosaminoglycans and a wide variety of symptoms including distinctive facies, short stature, cardiorespiratory and skeletal findings. It is differentiated from mucopolysaccharidosis type 2, severe form (see this term) by the absence of cognitive decline.Prevalence of MPS2 at birth in Europe is 1/166,000. The minority of these cases present with the attenuated form.MPS2att is clinically heterogeneous and its rate of progression is highly variable. Patients appear healthy at birth, with subtle initial symptoms appearing between 18 months and 4 years of age or even later, in particular umbilical or inguinal hernia. A distinctive facies (thickening of lips and nostrils, enlarged and protruding tongue), forms slowly and may first be observed at 2-4 years of age (often not evident until late). Swelling of the upper respiratory tract may be responsible for frequent infections, in particular otitis media; excessive snoring and sleep apnea; a distinctive hoarse voice and progressive loss of hearing. During early childhood growth is stunted and patients have a short stature with dysostosis multiplex and stiff joints that may make movement painful, hip dysplasia may also occur. Phalangeal joints are universally contracted resulting in claw-like hands; carpal tunnel syndrome is common. Spastic paresis due to spinal cord compression at the cranio-cervical region may also occur. Pressure exerted on the optic nerve may lead to loss of vision and retinal degeneration has also been reported in some cases. MPS2att patients, in general, have no cognitive impairments.MPS2 results from iduronate-2-sulfatase (I2S) deficiency, which leads to lysosomal accumulation of two specific mucopolysaccharides, dermatan sulfate and heparan sulfate. MPS2att, is typically associated with missense mutations of the causative gene IDS (Xq28), e.g.: c.1122C>T. In 12 cases of affected girls, skewed X inactivation led to MPS2.MPS2 is the only MPS transmitted as an X-linked recessive trait; female carriers transmit the disorder to 50% of their sons.Extensive palliative care is required, patients must be regularly evaluated by echocardiogram, respiratory function, hearing tests, eye exams, nerve conduction velocity tests, cranial and cervical MRI with or without lumbar puncture to assess cerebrospinal fluid pressure. Hernia repair, tonsillectomy and adenoidectomy may be required. Cardiac valve or hip replacement and carpal tunnel release may be necessary in MPS2att patients over time; patients should be considered for weekly intravenous enzyme replacement therapy with idursulfase (Elaprase) as early as possible.In general, if patients have no evidence of cognitive involvement by about 5 years of age, it is most likely that they will develop only the attenuated form of MPS2. Prognosis is highly variable. In most attenuated cases patients live into adulthood and require limited palliative care, however, it is impossible to predict outcomes due to the great variability of disease progression from patient to patient, even when siblings carry an identical mutation.",,X-linked recessive ,Childhood,2021-04-20 16:04:17,2021-04-21 16:14:33,,"Mucopolysaccharidosis type 2, attenuated form",,,1,0,,,NULL
833,ORPHA:217085,,309900,,,,E76.1,,"Mucopolysaccharidosis type 2 (MPS2, see this term), severe form (MPS2S), is associated with a massive accumulation of glycosaminoglycans and a wide variety of symptoms including a rapidly progressive cognitive decline; it is most often fatal in the second or third decade.Prevalence of MPS2 at birth in Europe is 1/166,000, the severe form accounts for at least two-thirds of all cases.MPS2S presents with the spectrum of symptoms observed in all MSP2 (see this term) cases, often with an earlier presentation. MPS2S patients have a decrease in growth rate in early to mid-childhood, along with respiratory difficulties and a thickening of lips and nostrils as well as an enlarged and protruding tongue (distinctive facies), which may become evident between 2-4 years of age. Psychomotor milestones are delayed, and regression often occurs. Between the ages of 2-6 years patients begin to exhibit aggressive behavior and hyperactivity, often lacking any sense of danger as they follow a course of progressive cognitive decline. Vision may be affected, and progressive hearing loss occurs in most cases. Myocardial thickening and cardiac valve dysfunction are common. Approximately 60-80 % of patients with MPS2 have the severe form of the disease with neurological implications.MPS2 results from iduronate-2-sulfatase (I2S) deficiency, which leads to lysosomal accumulation of two specific mucopolysaccharides, dermatan sulfate and heparan sulfate. MPS2S appears to be associated with a complete absence of functional enzyme due to nonsense mutations or complete gene deletions or rearrangements. In most cases, however, prognosis cannot be established by genotype alone.Diagnosis is based on detection of increased levels of DS and HS in the urine and confirmed by the demonstration of the enzyme deficiency in the serum, leukocytes or fibroblasts, or in dried blood spot samples. Enzymatic activity of another sulfatase should also be assessed. Genetic testing is possible; sequencing must include the entire IDS gene including its promoter region.Regular evaluation of patients should be followed by palliative care as is necessary. Cranial shunting to relieve hydrocephalus is often required. Weekly intravenous infusion with recombinant enzyme preparations has been shown to help with somatic symptoms. Intrathecal administration of enzyme replacement therapy holds promise to treat neurological aspects of MSP2; testing of such treatments is ongoing.Prognosis is poor. MPS2S is most often fatal within the second or third decade of life, due to obstructive airway disease, infection, or cardiac failure due to valve dysfunction, pulmonary hypertension or cardiomyopathy.",,X-linked recessive ,Childhood,2021-04-20 16:04:20,2021-04-21 16:14:36,,"Mucopolysaccharidosis type 2, severe form",,,1,0,,,NULL
834,ORPHA:443062,,176100,,,,E80.1,,,,Autosomal dominant ,-,2021-04-20 16:05:11,2021-04-21 16:14:39,,Familial porphyria cutanea tarda,,,0,0,,,NULL
835,ORPHA:443057,,176090,,,C1867968,E80.1,,,,Multigenic/multifactorial ,-,2021-04-20 16:05:14,2021-04-21 16:14:42,,Sporadic porphyria cutanea tarda,,,1,0,,,NULL
836,ORPHA:280785,,,,,,Q82.2,,"Bullous diffuse cutaneous mastocytosis (BDCM) is a form of diffuse cutaneous mastocytosis (DCM; see this term) characterized by generalized erythroderma and severe blistering associated with the accumulation of mast cells in the skin.BDCM accounts for the majority of cases of DCM, with round 40 cases described in the literature to date.Onset usually occurs during early infancy or during the neonatal period.Mutations in the KIT gene (4q11-q12) have been detected in patients with BDCM.",,Not applicable ,"Infancy, Neonatal",2021-04-20 16:06:54,2021-04-21 16:14:45,,Bullous diffuse cutaneous mastocytosis,,,1,0,,,NULL
837,ORPHA:280794,,,,,,Q82.2,,Pseudoxanthomatous diffuse cutaneous mastocytosis (PDCM) is a rare form of diffuse cutaneous mastocytosis (DCM; see this term) characterized by yellow-orange infiltrated and xanthogranuloma-like lesions with only limited blistering.Only a small number of cases (around 10) of PDCM have been reported in the literature to date.Onset most commonly occurs in early infancy with small vesicles and pseudoxanthomatous lesions developing after puberty.Mutations in the KIT gene (4q11-q12) have been detected in patients with DCM.,,Not applicable ,"Infancy, Neonatal",2021-04-20 16:06:59,2021-04-21 16:14:49,,Pseudoxanthomatous diffuse cutaneous mastocytosis,,,1,0,,,NULL
838,ORPHA:158772,,,,,,Q82.2,,,,-,-,2021-04-20 16:07:05,2021-04-21 16:14:52,,Nodular urticaria pigmentosa,,,0,0,,,NULL
839,ORPHA:158769,,,,,,Q82.2,,,,-,-,2021-04-20 16:07:08,2021-04-21 16:14:55,,Plaque-form urticaria pigmentosa,,,0,0,,,NULL
840,ORPHA:90389,,,,,C0263402,Q82.2,,,,-,-,2021-04-20 16:07:11,2021-04-21 16:14:58,10043192,Telangiectasia macularis eruptiva perstans,,,1,0,,,NULL
841,ORPHA:158766,,,,,,Q82.2,,,,-,-,2021-04-20 16:07:16,2021-04-21 16:15:01,,Typical urticaria pigmentosa,,,0,0,,,NULL
842,ORPHA:97685,5408,613675,,,C3150928,Q85.0,,"17q11 microdeletion syndrome is a rare severe form of neurofibromatosis type 1 (NF1; see this term) characterized by mild facial dysmorphism, developmental delay, intellectual disability, increased risk of malignancies, and a large number of neurofibromas.The prevalence of 17q11 microdeletion syndrome is not known. About 5% of NF1 cases are reported to have deletions of the entire NF1 gene. More than 170 affected patients have been reported to date.Affected individuals often have unusual body habitus and facial dysmorphism including facial coarsening, prominent forehead, ptosis, down-slanting palpebral fissures, hypertelorism, broad nose and nasal bridge, low set ears, and micrognathia. Patients develop a large number of neurofibromas, often with early onset, including multiple cutaneous neurofibromas, and less commonly plexiform neurofibromas. Other characteristic features include attention deficit/hyperactivity disorder (AD/HD), delayed cognitive development and intellectual disability. Some patients are reported to have microcephaly or macrocephaly, optic pathway glioma, iris coloboma (see these terms), heart defects (mitral valve prolapse, aortic dilatation), large hands and feet, connective tissue dysplasia (joint hyperflexibility, soft palm skin), muscular hypotonia, scoliosis, pectus excavatum, and bone cysts. A higher risk of malignancy for NF1 and non-NF1 tumors is reported: malignant peripheral nerve sheath tumors (lifetime risk of 16-26%), retroperitoneal fibrosarcoma, and medulloblastoma with extensive nodularity (see this term).Germline and mosaic microdeletions of the NF1 gene and its flanking regions caused by non-allelic homologous recombination are reported in patients with this disorder. Most occur de novo.As most cases are de novo, recurrence risk for offspring of unaffected parents is very low. Affected individuals have a 50% risk of transmitting the microdeletion, and prenatal and preimplantation genetic diagnosis is possible.",,-,-,2021-04-20 16:07:28,2021-04-21 16:15:04,,17q11 microdeletion syndrome,,,4,0,,,NULL
843,ORPHA:363700,,162200,,,,Q85.0,,,,-,-,2021-04-20 16:07:31,2021-04-21 16:15:07,,Neurofibromatosis type 1 due to NF1 mutation or intragenic deletion,,,1,0,,,NULL
844,ORPHA:79483,,,,,,Q85.8,,,,Not applicable ,-,2021-04-20 16:07:45,2021-04-21 16:15:10,,Phakomatosis cesioflammea,,,0,0,,,NULL
845,ORPHA:79484,,,,,,Q85.8,,,,Not applicable ,-,2021-04-20 16:07:48,2021-04-21 16:15:13,,Phakomatosis cesiomarmorata,,,0,0,,,NULL
846,ORPHA:79485,,,,,,Q85.8,,,,Not applicable ,-,2021-04-20 16:07:51,2021-04-21 16:15:15,,Phakomatosis spilorosea,,,0,0,,,NULL
847,ORPHA:352734,,,,,,E70.3,,"An extremely rare form of Oculocutaneous albinism type 1 with minimal pigment present, characterized by blond hair (white at birth), variable iris transillumination (blue irides at birth followed by minimal development of pigment during the first decade of life), visual acuity ranging from 20/80-20/200 and white skin, with or without skin nevi.",,Autosomal recessive ,"Infancy, Neonatal",2021-04-20 16:08:02,2021-04-21 16:15:19,,Minimal pigment oculocutaneous albinism type 1,,,0,0,,,NULL
848,ORPHA:79431,,203100,,,,E70.3,,"A severe form of oculocutaneous albinism type 1 (OCA1) characterized by complete absence of melanin and manifesting as white hair and skin, blue, fully translucent irises, nystagmus and misrouting of the optic nerves.The worldwide prevalence of OCA1 is estimated at 1/40,000. OCA type 1A (OCA1A) is considered to account for about half of the overall OCA1 cases among non-Hispanic, Caucasian patients.Patients have white skin and hair at birth. Irises are blue to pink and fully translucent. These features do not change throughout a patient's life. Nystagmus may be present at birth or it may develop in the first 3 to 4 months of life. It continues throughout life but usually slows down after childhood and is less noticeable when a person is relaxed and well rested. Visual acuity ranges from 20/100 and 20/400 and an alternating strabismus is often present. The reduction in visual acuity is associated with foveal hypoplasia. Severe photophobia is common. Nevi and ephelides are common but are unpigmented and pink. Patients do not tan, and if proper sun protection methods are not followed, skin becomes rough, coarse, thickened and can have solar keratoses. Patients have an increased risk of developing basal and squamous cell carcinomas but melanomas are rare.OCA1A is caused by a mutation in the TYR gene (11q14.2) encoding tyrosinase. The mutation leads to a completely inactive or incomplete tyrosinase enzyme polypeptide. Melanocytes contain no melanin, as without this enzyme the melanin biosynthetic pathway is blocked.The characteristic clinical findings along with confirmatory genetic testing are used to diagnose OCA1A. Ophthalmologic examination reveals visualization of the choroidal blood vessels, reduced retinal pigment and foveal hypoplasia. Alternating strabismus, reduced stereoscopic vision, and an altered visual evoked potential (VEP) are associated with the characteristic misrouting of the optic nerves at the chiasm. Molecular genetic testing is usually necessary to make the correct diagnosis of this subtype.Differential diagnoses include the other forms of OCA and X-linked ocular albinism (XLOA) as well as syndromes with albinism as a feature such as Hermansky-Pudlak syndromes 1-11, Chediak-Higashi syndrome, Griscelli syndromes 1-3, and Waardenburg syndrome type II.Prenatal testing is possible for at risk pregnancies by molecular genetic testing.This disorder is inherited autosomal recessively. Genetic counseling should be offered to at-risk couples (both individuals are carriers of a disease-causing mutation) informing them of the 25% risk of having an affected child at each pregnancy.Annual ophthalmologic examination is necessary and corrective lenses or glasses are given to improve visual acuity. Dark glasses may be needed to relieve photophobia. Strabismus surgery can be performed for functional or cosmetic reasons. Protection from sunlight is imperative and patients should wear clothing and sunscreen on exposed skin to prevent burning and reduce the risk of skin cancer. Annual skin examinations should also be performed to identify any pre-cancerous or cancerous lesions.OCA1A is not life threatening, unless malignancies develop, and remains stable after childhood. The medical and social consequences can however have major impacts on a patient's daily life.",,Autosomal recessive ,"Infancy, Neonatal",2021-04-20 16:08:06,2021-04-21 16:15:22,,Oculocutaneous albinism type 1A,,,1,0,,,NULL
849,ORPHA:352737,,606952,,,C1847132,E70.3,,"An extremely rare form of oculocutaneous albinism type 1 characterized by temperature sensitive hair pigmentation leading to dark hair on the hands, feet, legs, arms and chest (cooler body areas) and white or pale yellow hair on the scalp, axilla and pubic area (warmer body areas). Nystagmus and reduced visual acuity are also noted.",,Autosomal recessive ,"Infancy, Neonatal",2021-04-20 16:08:12,2021-04-21 16:15:25,,Temperature-sensitive oculocutaneous albinism type 1,,,1,0,,,NULL
850,ORPHA:231531,,614076,,,,E70.3,,,,-,-,2021-04-20 16:08:34,2021-04-21 16:15:28,,Hermansky-Pudlak syndrome type 7,,,0,0,,,NULL
851,ORPHA:231537,,614077,,,,E70.3,,,,-,-,2021-04-20 16:08:37,2021-04-21 16:15:31,,Hermansky-Pudlak syndrome type 8,,,0,0,,,NULL
852,ORPHA:280663,,614171,,,,E70.3,,,,Autosomal recessive ,"Infancy, Neonatal",2021-04-20 16:08:41,2021-04-21 16:15:35,,Hermansky-Pudlak syndrome type 9,,,0,0,,,NULL
853,ORPHA:231512,,614072,,,,E70.3,,"Hermansky-Pudlak syndrome without pulmonary fibrosis as a complication includes three relatively mild types (HPS-3, HPS-5 and HPS-6) of Hermansky-Pudlak syndrome (HPS; see this term), a multi-system disorder characterized by ocular or oculocutaneous albinism, bleeding diathesis and, in some cases, granulomatous colitis.HPS-3 occurs as a genetic isolate in central Puerto Rico with a prevalence of 1/4000; additionally, around 15 non-Puerto-Rican cases of HPS-3 have been reported. Ten cases of HPS-5 have been reported and 25 cases of HPS-6, from which 20 come from an Israeli-Bedouin tribe.These three types present with features of HPS including ocular or oculocutaneous albinisim, reduced visual acuity, horizontal nystagmus, easy bruising of soft tissues, epistaxis, and prolonged bleeding after dental extraction, surgery or childbirth. Women may present with medically significant menstrual bleeding. Complications of HPS may include reduced renal function and granulomatous colitis. Pulmonary fibrosis has not been found to develop in HPS-3, HPS-5 or HPS-6. The course of HPS with no pulmonary involvement is mild.HPS-3 is caused by mutations in the HPS3 gene (3q24), HPS-5 is caused by mutations in the HPS5 gene (11p15-p13) and HPS-6 is caused by mutations in the HPS6 gene (10q24.32). The gene products, HPS3, HPS5 and HPS6, are part of the multi-subunit complex BLOC-2 (biogenesis of lysosome-related organelles complex 2).Transmission is autosomal recessive.",,Autosomal recessive ,"Infancy, Neonatal",2021-04-20 16:08:47,2021-04-21 16:15:38,,Hermansky-Pudlak syndrome without pulmonary fibrosis,,,0,0,,,NULL
854,ORPHA:231500,,203300,,,,E70.3,,"Hermansky-Pudlak syndrome with pulmonary fibrosis as a complication includes two types (HPS-1 and HPS-4) of Hermansky-Pudlak syndrome (HPS; see this term), a multi-system disorder characterized by oculocutaneous albinism, bleeding diathesis and, in some cases, pulmonary fibrosis or granulomatous colitis.Prevalence of all types of HPS is estimated at between 1/500,000 and 1/1,000,000 in non-Puerto Rican populations. In northwestern Puerto Rico the prevalence of HSP-1 is 1/1,800 due to a founder effect. HSP-1 is reported in sporadic patients worldwide; founder effects have (apart from Puerto Rico) also been reported in a small isolate in a Swiss village and in Japan. Prevalence of HSP-4 is unknown, but to date around 20 patients have been described worldwide.HPS-1 and HPS-4 present with features of HPS including oculocutaneous albinisim, reduced visual acuity, horizontal nystagmus, easy bruising of soft tissues, epistaxis, and prolonged bleeding after dental extraction, surgery or childbirth. Women may present with medically significant menstrual bleeding. Complications of HPS may include granulomatous colitis and pulmonary fibrosis. Pulmonary fibrosis is the most serious complication of HPS-1 and HPS-4 and usually presents in the fourth or fifth decade.HPS-1 is caused by mutations in the HPS1 gene (10q23.1) and HPS-4 is caused by mutations in the HPS4 gene (22q11.2-q12.2). The gene products, HPS1 and HPS4, are part of the multi-subunit complex BLOC-3 (biogenesis of lysosome-related organelles complex 3).HPS1 and HPS4 are both transmitted in an autosomal recessive manner.Lung transplant is the only known treatment for pulmonary fibrosis in HPS-1 and HPS-4. Pirfenidone may slow progression but only in patients who have significant residual lung function. Steroid therapy is not effective.Prognosis is poor as the pulmonary fibrosis is fatal.",,Autosomal recessive ,"Infancy, Neonatal",2021-04-20 16:08:51,2021-04-21 16:15:41,,Hermansky-Pudlak syndrome with pulmonary fibrosis,,,0,0,,,NULL
855,ORPHA:99226,,,,,C0041408,Q96.9,,,,-,-,2021-04-20 16:09:50,2021-04-21 16:15:44,,Monosomy X,,,162,0,,,NULL
856,ORPHA:99228,,,,,,Q96.3  Q96.4,,,,-,-,2021-04-20 16:09:53,2021-04-21 16:15:47,,Mosaic monosomy X,,,0,0,,,NULL
857,ORPHA:99413,,,,,,Q96.1  Q96.2,,,,-,-,2021-04-20 16:09:56,2021-04-21 16:15:50,,Turner syndrome due to structural X chromosome anomalies,,,0,0,,,NULL
858,ORPHA:569821,,,,,,-,,"A rare primary lymphedema characterized by bilateral, painless lower limb swelling present at birth. Prominent veins around the ankles and on the dorsa of the feet, dysplastic and upslanting toenails due to edema of the nailbed, and subtle dysmorphic facial features (such as high forehead, hypertelorism, depressed nasal bridge, mild bilateral ear dysplasia, and short neck) have also been described. The degree of lymphatic impairment is milder than in the otherwise clinically similar Milroy disease, as evidenced by slightly less severe lymphedema and significantly more uptake of tracers on lymphoscintigraphy.",,-,"Neonatal, Infancy, Childhood, Adolescent, Adult",2021-04-20 16:10:06,2021-04-21 16:15:53,,Congenital primary lymphedema of Gordon,,,0,0,,,NULL
859,ORPHA:2077,,231080,,,C3887495,Q87.8,,"German syndrome is an autosomal recessive arthrogryposis syndrome, described in 5 cases. Three of the four known families with affected children were Ashkenazi Jews. German syndrome is characterized by arthrogryposis, hypotonia-hypokinesia sequence, and lymphedema. Patients present distinct craniofacial appearance (tall forehead and ''carp''-shaped mouth, cleft palate), contractures, severe hypotonia manifesting as motor delay, and swallowing difficulties. The disease has a severe morbidity and mortality rate and survivors present a small stature, hypotonia, frequent upper respiratory infections, and psychomotor delay. There have been no further descriptions in the literature since 1987.",,Autosomal recessive ,Neonatal,2021-04-20 16:10:09,2021-04-21 16:15:56,,German syndrome,,,0,0,,,NULL
860,ORPHA:2526,3622,152950,,C537711,C1835265,Q87.8,,"Microcephaly with or without chorioretinopathy, lymphedema or intellectual disability (MCLID) is a rare autosomal dominant condition characterized by variable expression of microcephaly, ocular disorders including chorioretinopathy, congenital lymphedema of the lower limbs, and mild to moderate intellectual disability.The exact prevalence of MCLID is not known but the disorder is thought to be rare. Approximately 50 families with clinical features of the syndrome have been described to date with mutations in the KIF11 gene reported in 25 families worldwide. Males and females appear to be affected equally.MCLID presents with variable expression of the main clinical features (microcephaly, chorioretinopathy, lymphedema and intellectual disability). The microcephaly is primary, and the severity is variable even within families. Mild to moderate learning difficulties are common. A characteristic facial phenotype including upslanting palpebral fissures, broad nose with rounded tip, anteverted nares, long philtrum with thin upper lip, and prominent chin and ears is well recognized. The ocular features include choroidal atrophy and non-progressive dysplasia. Hypermetropic astigmatism, myopic astigmatism, retinal folds, and microphthalmia are also observed. Lymphedema when present, is generally congenital, bilateral and confined to the dorsa of the feet, and resembles the lymphedema seen in Milroy disease (see this term). Congenital heart defects and epilepsy may be rare features of the syndrome.There is likely to be genetic heterogeneity. However, a significant proportion of cases are caused by mutations in the kinesin family member 11 (KIF11) gene (10q24.1). KIF11 encodes EG5, a homotetramer kinesin motor, likely to be important for the development and maintenance of retinal and lymphatic structures. Individuals with pathogenic mutations in KIF11 have been reported without clinical features of the syndrome demonstrating reduced penetrance.Inheritance is autosomal dominant with variable expression and reduced penetrance.",,Autosomal dominant ,Neonatal,2021-04-20 16:10:12,2021-04-21 16:15:59,,Microcephaly-lymphedema-chorioretinopathy syndrome,,,7,0,,,NULL
861,ORPHA:569816,,,,,,-,,"A rare genetic primary lymphedema characterized by unilateral or bilateral lower limb lymphedema of variable severity. The condition shows almost complete penetrance with onset in childhood or adolescence in females, whereas in males it shows incomplete penetrance with later onset of disease. Lymphoscintigraphy in more severely affected individuals reveals lymphatic abnormalities consistent with lymphangiectasia, valve dysfunction, and thoracic duct reflux.",,-,"Neonatal, Infancy, Childhood, Adolescent",2021-04-20 16:10:22,2021-04-21 16:16:02,,CELSR1-related late-onset primary lymphedema,,,0,0,,,NULL
862,ORPHA:568051,,,,,,-,,"A rare genetic primary lymphedema characterized by lymphedema of all four limbs with age of onset ranging from birth to adulthood. Manifestations are of variable severity, and upper limb involvement may develop only later in the disease course. Recurrent episodes of cellulitis and skin infections are observed in severe cases. Varicose veins and venous incompetence have been reported in association.",,-,"Childhood, Adolescent, Adult",2021-04-20 16:10:31,2021-04-21 16:16:06,,GJC2-related late-onset primary lymphedema,,,0,0,,,NULL
863,ORPHA:99141,,613611,,,,Q82.0,,"A rare genetic disease characterized by choanal atresia and early onset of lymphedema of the lower extremities. Additional reported features include facial dysmorphism (hypertelorism, broad forehead, smooth philtrum, unilateral low-set ear, and high-arched palate), hypoplastic nipples, and pectus excavatum.",,Autosomal recessive ,Neonatal,2021-04-20 16:10:37,2021-04-21 16:16:09,,Lymphedema-posterior choanal atresia syndrome,,,0,0,,,NULL
864,ORPHA:568065,,,,,,-,,"A rare primary lymphedema characterized by a highly variable lymphatic phenotype ranging from severe lymphatic-related hydrops fetalis, which may cause perinatal demise or fully resolve to become completely asymptomatic, to a mild presentation in older patients with persistent varicose veins, peripheral edema, and impaired lymph drainage in the lower limbs. Atrial septal defect has been described in association and may be the only anomaly in some patients.",,-,Antenatal,2021-04-20 16:10:54,2021-04-21 16:16:12,,EPHB4-related lymphatic-related hydrops fetalis,,,0,0,,,NULL
865,ORPHA:86915,284,601927,,,C2677167,Q87.8,,"Lymphedema-atrial septal defects-facial changes syndrome is characterised by congenital lymphoedema of the lower limbs, atrial septal defect and a characteristic facies (a round face with a prominent forehead, a flat nasal bridge with a broad nasal tip, epicanthal folds, a thin upper lip and a cleft chin). It has been described in two brothers and a sister. Transmission appears to be autosomal recessive.",,Autosomal recessive ,"Infancy, Neonatal",2021-04-20 16:11:04,2021-04-21 16:16:16,,Lymphedema-atrial septal defects-facial changes syndrome,,,0,0,,,NULL
866,ORPHA:568062,,,,,,-,,"A rare genetic primary lymphedema characterized by uniform, widespread lymphedema, often with systemic involvement such as intestinal and pulmonary lymphangiectasia, pleural and pericardial effusions, and chylothorax. There is a high incidence of non-immune hydrops fetalis, which may result in fetal demise or fully resolve after birth. Severe, recurrent facial cellulitis is observed in some patients. Presence of epicanthic folds or micrognathia has occasionally been reported, while intelligence is normal, and seizures are absent.",,-,"Neonatal, Antenatal, Infancy, Childhood",2021-04-20 16:11:07,2021-04-21 16:16:19,,PIEZO1-related generalized lymphatic dysplasia with non-immune hydrops fetalis,,,0,0,,,NULL
867,ORPHA:79459,,,,,C0346104,L98.8,,,,-,-,2021-04-20 16:13:45,2021-04-21 16:16:22,,Follicular atrophoderma-basal cell carcinoma,,,0,0,,,NULL
868,ORPHA:211,9707,132700,,C536611,C1704217,-,,,,Autosomal dominant ,-,2021-04-20 16:13:52,2021-04-21 16:16:25,,Familial cylindromatosis,,,1,0,,,NULL
869,ORPHA:867,10867,601606,,C536552,C1275122,D23.3,,,,Autosomal dominant ,Childhood,2021-04-20 16:13:55,2021-04-21 16:16:28,,Familial multiple trichoepithelioma,,,317,0,,,NULL
870,ORPHA:306661,10879,211900,,,,M11.2,,"Familial tumoral calcinosis (FTC) refers to a rare autosomal recessive disorder characterized by the occurrence of cutaneous and subcutaneous calcified masses, usually adjacent to large joints, such as hips, shoulders and elbows. FTC can occur in the setting of hyperphosphatemia or normophosphatemia, depending on the type of gene mutation involved.",,Autosomal recessive ,-,2021-04-20 16:14:01,2021-04-21 16:16:32,,Familial hyperphosphatemic tumoral calcinosis/Hyperphosphatemic hyperostosis syndrome,,,0,0,,,NULL
871,ORPHA:306658,10878,610455,,,C1864861,M11.2,,,,Autosomal recessive ,Infancy,2021-04-20 16:14:04,2021-04-21 16:16:35,,Familial normophosphatemic tumoral calcinosis,,,1,0,,,NULL
872,ORPHA:178544,,,,,,C83.3,,"A rare, aggressive, primary cutaneous B-cell lymphoma characterized by rapidly progressive, red to bluish, often ulcerating, nodular tumors predominantly involving the lower legs. Histology shows sheets of centroblasts and immunoblasts that spare the epidermis, but infiltrate the dermis and subcutaneous tissues, and often disseminate extracutaneously. The neoplastic cells typically express CD20, CD79a, Bcl-2, MUM-1, and FOXP1, but are negative for CD10.",,-,-,2021-04-20 16:14:30,2021-04-21 16:16:38,,"Primary cutaneous diffuse large B-cell lymphoma, leg type",,,0,0,,,NULL
873,ORPHA:178540,,,,,C1333171,C82.6,,"A rare, indolent primary cutaneous B-cell lymphoma characterized by a solitary or grouped erythematous plaques or tumors, preferentially located on the head, neck or trunk region, and composed of centroblasts and centrocytes arranged in a follicular, diffuse, or mixed growth pattern. The lesions are smooth and typically do not ulcerate. The neoplastic cells express pan B cell markers and Bcl-6, and typically lack Bcl-2.",,-,-,2021-04-20 16:14:37,2021-04-21 16:16:42,,Primary cutaneous follicle center lymphoma,,,19,0,,,NULL
874,ORPHA:178536,,,,D018442,C1275321,C83.0,,"A rare, indolent primary cutaneous B-cell lymphoma characterized by multifocal, red to violaceous papules, plaques or nodules localized predominantly on the trunk and extremities. Histologically, these are dermis infiltrates consisting of small, marginal zone B cells, lymphoplasmacytic cells, and plasma cells. Marginal zone B cells express CD20, CD79a and Bcl-2, and are negative for CD5, CD10 and Bcl-6. Plasma cells are typically located at the periphery, and express CD138, CD79a, and monotypic light chains.",,-,-,2021-04-20 16:14:40,2021-04-21 16:16:46,,Primary cutaneous marginal zone B-cell lymphoma,,,9,0,,,NULL
875,ORPHA:178528,,,,,,C84.5,,"Primary cutaneous aggressive epidermotropic CD8+ T-cell lymphoma is a rare form of primary cutaneous T-cell lymphoma characterized by rapidly progressing, localized or disseminated nodules, tumors or eczematous skin lesions. It has a particularly aggressive clinical course with a high tendency to spread, in advanced stages, to extracutaneous locations (the central nervous system, lung, testes). Lymph nodes are often spared.",,-,-,2021-04-20 16:14:55,2021-04-21 16:16:49,,Primary cutaneous aggressive epidermotropic CD8+ T-cell lymphoma,,,0,0,,,NULL
