id,name,definition,synonyms,mms_code,cn_name,chapter,source,dermo_id,doid_id,orpha_codes,rsdb_id,snomed,omim,umls,mesh,genes,num_hpo,image_count,num_synonyms,has_def,is_leaf
hpo:HP:0001013,Eruptive xanthomas,"Eruptive xanthomas are yellow-orange-to-red-brown papules that are often surrounded by an erythematous halo. They appear in crops on the buttocks, extensor surfaces of the extremities, and flexural creases. Acutely, variable amounts of pruritus and pain occur.",,,,HPO,hpo,,,,,,,,,,0,0,0,True,True
hpo:HP:0007526,Hypopigmented skin patches on arms,,Hypopigmented upper extremeity skin patches | Patchy loss of skin color on arms | Patchy loss of skin colour on arms,,,HPO,hpo,,,,,,,,,,0,0,3,False,True
hpo:HP:0007500,Decreased number of sweat glands,The presence of fewer than normal sweat glands.,Decreased sweat glands | Decreased sweat pores,,,HPO,hpo,,,,,,,,,,0,0,2,True,True
hpo:HP:0008066,Abnormal blistering of the skin,"The presence of one or more bullae on the skin, defined as fluid-filled blisters more than 5 mm in diameter with thin walls.","Abnormal blistering of the skin | Blister | Blistering, generalised | Blistering, generalized | Blisters | Skin blisters | Skin bullae",,,HPO,hpo,,,,,,,,,,0,0,7,True,False
hpo:HP:0025511,Nevus sebaceus,A solitary yellow-orange slightly raised plaque typically on scalp or face. The plaque typically thickens and becomes more verrucous or pebbly during childhood.,,,,HPO,hpo,,,,,,,,,,0,0,0,True,True
hpo:HP:0410400,Absent sebaceous glands,"Absence of the sebaceous gland, the holocrine gland that secretes sebum into the hair follicles, or in hairless areas into ducts.",Absence of sebaceous glands,,,HPO,hpo,,,,,,,,,,0,0,1,True,True
hpo:HP:0001071,Angiokeratoma corporis diffusum,"Angiokeratoma corporis diffusum (ACD) is typically characterized by innumerable small red to black papules which occur in clusters and are situated symmetrically in the bathing trunks area. The number of lesions and the extension of the body increase steadily with time so that generalization and mucosal involvement are common. The single lesion begins with a minute reddish papule which enlarges to up to 10 mm in diameter, becomes dark red to black with a discrete keratotic overgrowth. Histologic",Fabry syndrome,,,HPO,hpo,,,,,,,,,,0,0,1,True,True
hpo:HP:0031405,Poroma,"A benign, well circumscribed sweat gland neoplasm with eccrine or apocrine differentiation. It usually presents as a solitary, dome-shaped papule, nodule, or plaque on acral sites. It is characterized by a proliferation of uniform basaloid cells in the dermis and it is associated with the presence of focal ductal and cystic structures [NCIT:C27273].",Eccrine hidradenoma | Eccrine hidradenoma of skin | Poroma,,,HPO,hpo,,DOID:5442,,,254719003,,C0206671,D018250,,0,51,3,True,True
hpo:HP:0200015,Symmetric great toe depigmentation,,,,,HPO,hpo,,,,,,,,,,0,0,0,False,True
hpo:HP:0034032,Central cyanosis,"Generalized bluish discoloration of the body and the visible mucous membranes, which occurs due to inadequate oxygenation secondary to conditions that lead to an increase in deoxygenated hemoglobin or presence of abnormal hemoglobin.",,,,HPO,hpo,,,,,,,,,,0,0,0,True,True
hpo:HP:0007566,Index finger dermatoglyphic radial loop,,,,,HPO,hpo,,,,,,,,,,0,0,0,False,True
hpo:HP:0100803,Abnormal periungual morphology,An abnormality of the region around the nails of the fingers or toes.,Abnormality of the periungual region,,,HPO,hpo,,,,,,,,,,0,0,1,True,False
hpo:HP:0009789,Perianal abscess,The presence of an abscess located around the anus.,,,,HPO,hpo,,,,,,,,,,0,0,0,True,True
hpo:HP:0033510,Cutaneous horn,A cutaneous horn is a keratinized non-malignant protrusion on the surface of the skin. Diagnosis is established by biopsy of the horn and biopsy of the horn and the underlying skin.,Cornu cutaneum,,,HPO,hpo,,,,,,,,,,0,138,1,True,True
hpo:HP:0011369,Mongolian blue spot,Congenital deep dermal melanosis in the sacral area.,,,,HPO,hpo,,,,,,,,,,0,0,0,True,True
hpo:HP:0200016,Acrokeratosis,Overgrowth of the stratum corneum characterized by flesh-coloured or slightly pigmented smooth or warty papules on the upper surface of hands and feet.,Acral keratosis,,,HPO,hpo,,,,,,,,,,0,0,1,True,True
hpo:HP:0032495,Abnormal terminal:vellus ratio,A deviation from the normal proportion of terminal to vellus hairs.,,,,HPO,hpo,,,,,,,,,,0,0,0,True,False
hpo:HP:0025532,Positive pathergy test,"With the pathergy test, a small, sterile needle is inserted into the skin of the forearm. The site of injectionis circuled and observed after one and two days. If a small red bump or pustule at the site of needle insertion occurs, the pathergy test is considered to have a positive (abnormal) result.",,,,HPO,hpo,,,,,,,,,,0,1,0,True,True
hpo:HP:0010813,Abnormal number of hair whorls,More than two clockwise hair whorls.,Abnormal number of hair swirls | Abnormal number of hair whorls | Double crown (hair whorls) | Extra hair swirls | Extra hair whorl | Supernumary hair swirls | Supernumary hair whorl,,,HPO,hpo,,,,,,,,,,0,0,7,True,True
hpo:HP:0034765,Renal neurofibroma,A neurofibroma (benign peripheral nerve sheath tumor) localized in the kidney.,,,,HPO,hpo,,,,,,,,,,0,0,0,True,True
hpo:HP:0001045,Vitiligo,"An autoimmune disease that causes depigmentation of patches of skin resulting from loss of function or death of melanoctyes."" [url:http\://en.wikipedia.org/wiki/Vitiligo] {comment=""ls:IEDB",Blotchy loss of skin color | Blotchy loss of skin colour,,,HPO,hpo,,DOID:12306,,544,156437000,193200,C0042900,D014820,,3,2215,2,True,False
hpo:HP:0007464,Sparse facial hair,Reduced number or density of facial hair.,Sparse facial hair,,,HPO,hpo,,,,,,,,,,0,0,1,True,True
hpo:HP:0008400,Onycholysis of distal fingernails,Detachment of the distal fingernails from the nail bed.,Detachment of outermost fingernails,,,HPO,hpo,,,,,,,,,,0,0,1,True,True
hpo:HP:0001808,Fragile nails,Nails that easily break.,Brittle nails,,,HPO,hpo,,,,,,,,,,0,0,1,True,True
hpo:HP:0002209,Sparse scalp hair,Decreased number of hairs per unit area of skin of the scalp.,Decreased number of scalp follicles | Hypotrichosis on scalp | Reduced amount of scalp hair | Reduced/lack of hair on scalp | Reduction in the number of scalp follicles | Scalp hypotrichosis | Sparse scalp hair | Thin scalp hair | Thinning scalp hair,,,HPO,hpo,,,,,,,,,,0,0,9,True,False
hpo:HP:0002221,Absent axillary hair,Absence of axillary hair.,,,,HPO,hpo,,,,,,,,,,0,0,0,True,True
hpo:HP:6001119,Purulent drainage from skin,"Exudation of a thick, opaque fluid from a wound or skin lesion, typically as a result of infection and draining pus, i.e., dead white blood cells, bacteria, and tissue debris.",,,,HPO,hpo,,,,,,,,,,0,0,0,True,True
hpo:HP:0001805,Onychogryphosis,"Onychogryphosis is a disorder of nail plate growth that is clinically characterized by an opaque, yellow-brown thickening of the nail plate with associated gross hyperkeratosis, elongation, and increased curvature.",Dystrophic thickened nails | Onychogryposis | Thick nail | Thickened nails,,,HPO,hpo,,,,,,,,,,0,0,4,True,False
hpo:HP:0002231,Sparse body hair,Sparseness of the body hair.,Limited body hair | Little body hair | Sparse body hair | Sparse to absent body hair,,,HPO,hpo,,,,,,,,,,0,0,4,True,True
hpo:HP:0410133,Chronic urticaria,Urticaria characterized by spontaneously recurring hives for 6 weeks or longer.,Chronic idiopathic urticaria | Chronic spontaneous urticaria | CIU | CSU,,,HPO,hpo,,DOID:0080747,,,,,,D000080223,,0,0,4,True,True
hpo:HP:6000656,Papillary dermis eosinophilic hyaline material,Accumulation of eosinophilic hyaline material observed around the papillary dermis and the blood vessels located in it. The papillary dermis is the uppermost layer of the dermis. It intertwines with the rete ridges of the epidermis and is composed of fine and loosely arranged collagen fibers.,,,,HPO,hpo,,,,,,,,,,0,0,0,True,True
hpo:HP:0025092,Epidermal acanthosis,Diffuse hypertrophy or thickening of the stratum spinosum of the epidermis (prickle cell layer of the skin).,Acanthosis | Acanthotic epidermis | Epidermal hyperplasia | Thickening of upper layer of skin,,,HPO,hpo,,,,,,,,,,0,0,4,True,False
hpo:HP:0004524,Temporal hypotrichosis,"Reduced or lacking hair growth in the temporal region (i.e., around the temples on the side of the skull).",Reduced hair growth in temporal region,,,HPO,hpo,,,,,,,,,,0,0,1,True,True
hpo:HP:0000527,Long eyelashes,Mid upper eyelash length >10 mm or increased length of the eyelashes (subjective).,Ciliary trichomegaly | Eyelash trichomegaly | Increased length of eyelashes | Long eyelashes | Unusually long eyelashes,,,HPO,hpo,,,,,,,,,,0,0,5,True,False
hpo:HP:0011121,Abnormal skin morphology,Any morphological abnormality of the skin.,Abnormal skin morphology | Abnormal skin structure | Abnormality of skin morphology,,,HPO,hpo,,,,,,,,,,0,0,3,True,False
hpo:HP:0010730,Double eyebrow,This may present as a partial or complete duplication of the eyebrows.,Double eyebrow | Duplication of eyebrow,,,HPO,hpo,,,,,,,,,,0,0,2,True,False
hpo:HP:0032379,Polymorphous light eruption,"The cardinal symptom is severely pruritic skin lesions. Macular, papular, papulovesicular, urticarial, multiforme- and plaque-like variants are differentiated morphologically, hence the name polymorphous. Usually one morphology dominates in a single individual (monomorphous). The skin lesions develop a few hours to several days after sun exposure. Initially, patchy erythema develops, accompanied by pruritus. Distinct lesions then develop. The upper chest, upper arms, backs of the hands, thighs, ",Sun allergy,,,HPO,hpo,,,,,,,,,,0,312,1,True,True
hpo:HP:0032228,Trichodiscoma,"A small benign fibrovascular tumor of the dermal part of the hair disk. Trichodiscoma is rather simple in appearance and consists of a dome-shaped fibrous tumor with a prominent vascular component that fills the papillary dermis under an atrophic epidermis. As in a normal hair disk, a hair follicle may be present at one edge of the papular lesion.",,,,HPO,hpo,,,,,,,,,,0,1,0,True,True
hpo:HP:0000973,Cutis laxa,"Wrinkled, redundant, inelastic and sagging skin.",Chalazoderma | Cutaneous laxity | Dermatochalasia | Dermatomegaly | Elastolysis | Generalised elastolysis | Generalized elastolysis | Hanging skin | Hypoelastic skin | Inelastic skin,,,HPO,hpo,,DOID:3144,ORPHA:209,,238825007,PS123700,C0010495,D003483,,0,20,15,True,False
hpo:HP:0001025,Urticaria,"Raised, well-circumscribed areas of erythema and edema involving the dermis and epidermis. Urticaria is intensely pruritic, and blanches completely with pressure.",Hives,,,HPO,hpo,,DOID:1555,,,267817001,,C0029839,,,0,3499,1,True,False
hpo:HP:0040039,Onycholysis of fingernails,,Detachment of fingernails | Onycholysis of fingernail,,,HPO,hpo,,,,,,,,,,0,0,2,False,False
hpo:HP:0025510,Nevus spilus,"A tan, regularly bordered patch with darker macules within the lesion.",Speckled lentiginous Nevus,,,HPO,hpo,,,,,,,,,,0,51,1,True,True
hpo:HP:0000980,Pallor,Abnormally pale skin.,Paleness | Skin paleness,,,HPO,hpo,,,,,,,,,,0,2,2,True,False
hpo:HP:0001001,Abnormality of subcutaneous fat tissue,,Abnormality of fatty tissue below the skin,,,HPO,hpo,,,,,,,,,,0,0,1,False,False
hpo:HP:0007608,Abnormal palmar dermal ridges,,,,,HPO,hpo,,,,,,,,,,0,0,0,False,True
hpo:HP:0031513,Luse bodies,Fusiform collagen fibers with abnormally long spacing (exceeding 100 nm) between electron-dense bands.,,,,HPO,hpo,,,,,,,,,,0,0,0,True,True
hpo:HP:0030410,Sebaceous gland carcinoma,"A carcinoma that arises in a sebaseous gland (an exocrine gland of the skin that secretes sebum, a waxy substance)",Sebaceous carcinoma,,,HPO,hpo,,,,,,,,,,0,93,1,True,True
hpo:HP:0007406,Hyperpigmentation of eyelids,,Brown eyelids | Dark eyelids | Pigmentation of eyelids,,,HPO,hpo,,,,,,,,,,0,0,3,False,True
hpo:HP:0100725,Lichenification,Thickening and hardening of the epidermis seen with exaggeration of normal skin lines.,,,,HPO,hpo,,,,,,,,,,0,47,0,True,False
hpo:HP:0040052,Abnormality of lower eyelashes,,Abnormality of lower eyelashes,,,HPO,hpo,,,,,,,,,,0,0,1,False,False
hpo:HP:0034578,Reduced epidermal collagen XVII protein expression,,Skin biopsy: collagen XVII antibody staining abnormal or absent,,,HPO,hpo,,,,,,,,,,0,0,1,False,True
hpo:HP:0003777,Pili torti,"Pili (from Latin pilus, hair) torti (from Latin tortus, twisted) refers to short and brittle hairs that appear flattened and twisted when viewed through a microscope.",Flattened and twisted hair,,,HPO,hpo,,,ORPHA:2889,400,,261900,C0263491,,,14,1,1,True,True
hpo:HP:6000956,Exuberant granulation tissue,"A manifestation of abnormal wound healing in which there is formation of excessive granulation tissue, with the granulation tissue rising above the level of surrounding skin and creating a raised, reddish, moist, and bumpy surface.",Hypergranulating wound | Overgranulation,,,HPO,hpo,,,,,,,,,,0,0,2,True,True
hpo:HP:0033801,Blistering by histological location,"Blistering (presence of multiple fluid filled blisters) categorized according to the layer of the skin in which the blister originates. The skin is divided into three layers. The epidermis (outermost layer, which mainly consists of keratinocytes), the dermis, and a subcutaneous layer. The epidermis is divided into five layers: the basal lamina (innermost layer), the basal cell layer, the stratum spinosum, the stratum granulosum, and the stratum corneum (outermost layer). Cleavage in epidermolysi",,,,HPO,hpo,,,,,,,,,,0,0,0,True,False
hpo:HP:0001810,Dystrophic toenail,Toenail changes apart from changes of the color of the toenail (nail dyschromia) that involve partial or complete disruption of the various keratinous layers of the nail plate.,Dystrophic toenail changes | Dystrophic toenails | Poor toenail formation,,,HPO,hpo,,,,,,,,,,0,0,3,True,True
hpo:HP:0025250,Closed comedo,"A comedo in which the top of the pore is not stretched open and thus does not expose the clogged portion (which would appear black), hence the name whitehead.",Whitehead,,,HPO,hpo,,,,,,,,,,0,1,1,True,True
hpo:HP:0007407,Excessive skin wrinkling on dorsum of hands and fingers,,Excessive skin wrinkling on back of hands and fingers,,,HPO,hpo,,,,,,,,,,0,0,1,False,True
hpo:HP:0025272,Melasma,"Symmetrical, blotchy, brownish facial pigmentation.",Chloasma | Facial melanosis,,,HPO,hpo,,,,,,,,,,0,733,2,True,True
hpo:HP:6000725,Salty tasting skin,Skin tastes marked salty without an obvious explanation such as heat or exercise. This finding can be observed in infants with cystic fibrosis.,,,,HPO,hpo,,,,,,,,,,0,0,0,True,True
hpo:HP:0025813,Eyebrow scaling skin,"Loss of the outer layer of the epidermis in the area of the eyebrow in large, scale-like flakes.",Scales on eyebrows,,,HPO,hpo,,,,,,,,,,0,0,1,True,True
hpo:HP:0007587,Numerous pigmented freckles,,Numerous pigmented freckles,,,HPO,hpo,,,,,,,,,,0,0,1,False,True
hpo:HP:0000964,Eczematoid dermatitis,"Eczema is a form of dermatitis that is characterized by scaly, pruritic, erythematous lesions located on flexural surfaces.",Dermatitis | Eczema,,,HPO,hpo,,,,,,,,,,0,0,2,True,False
hpo:HP:0011132,Chronic furunculosis,"A furuncle (boil) is a skin infection involving an entire hair follicle and nearby skin tissue. Chronic furunculosis refers to recurrent episodes of furuncles, often caused by recurrent staphylococcus infection.",,,,HPO,hpo,,,,,,,,,,0,0,0,True,True
hpo:HP:0007480,Decreased sweating due to autonomic dysfunction,,,,,HPO,hpo,,,,,,,,,,0,0,0,False,True
hpo:HP:0000384,Preauricular skin tag,A rudimentary tag of skin often containing ear tissue including a core of cartilage and located just anterior to the auricle (outer part of the ear).,Ear tag | Periauricular skin tag | Preauricular acrochordon | Preauricular fibroepithelial polyp | Preauricular skin tags | Preauricular tag | Preauricular tags | Skin tag in front of the ear | Skin tag on the posterior cheek,,,HPO,hpo,,,,,,,,,,0,0,9,True,True
hpo:HP:0007503,Generalized ichthyosis,,Generalised ichthyosis,,,HPO,hpo,,,,,,,,,,0,0,1,False,True
hpo:HP:0034542,Hairshafts with longitudinal grooves,Long narrow depressions running lengthwise in hairshafts. This feature can be appreciated by scanning electron microsopy.,,,,HPO,hpo,,,,,,,,,,0,0,0,True,True
hpo:HP:0000993,Molluscoid pseudotumors,"Bluish-grey, spongy nodules associated with scars over pressure points and easily traumatized areas like the elbows and knees.",Molluscoid pseudotumor,,,HPO,hpo,,,,,,,,,,0,0,1,True,True
hpo:HP:6000960,Serpiginous burrow,A slightly raised and often reddish serpentine or curvilinear path in the skin.,,,,HPO,hpo,,,,,,,,,,0,0,0,True,True
hpo:HP:0012322,Perifolliculitis,Inflammation surrounding hair follicles.,Perifollicular inflammation,,,HPO,hpo,,,,,,,,,,0,0,1,True,True
hpo:HP:0100837,Atrophodermia vermiculata,"Symmetrical vermiform facial atrophy that affects mainly the forehead, the chin, the ear lobes and helices. Atrophodermia vermiculata is characterized by erythema and follicular plugs on the cheeks, developing into painless reticular impressions.",Vermiculata atrophoderma,,,HPO,hpo,,,,,,,,,,0,0,1,True,True
hpo:HP:0100134,Abnormality of the axillary hair,"Abnormality of the growth of the axillary hair. Axillary hair is part of the secondary sexual hair, which normally ensues during puberty.",,,,HPO,hpo,,,,,,,,,,0,0,0,True,False
hpo:HP:0001005,Dermatological manifestations of systemic disorders,,,,,HPO,hpo,,,,,,,,,,0,0,0,False,False
hpo:HP:0002299,Brittle hair,"Fragile, easily breakable hair, i.e., with reduced tensile strength.",Brittle hair | Easily breakable hair | Fractured hair | Fragile hair | Reduced tensile strength of hair,,,HPO,hpo,,,,,,,,,,0,0,5,True,False
hpo:HP:0025164,Increased number of elastic fibers in the dermis,"An elevated number of elastic fibers, that is of bundles of proteins and glycoproteins in the extracellular matrix in the reticular dermis. Elastic fibers can stretch and recoil back to their original length. This feature can be appreciated on histology with hematoxylin and eosin or other staining methods.",Increased number of elastic fibres in the dermis,,,HPO,hpo,,,,,,,,,,0,0,1,True,True
hpo:HP:0001114,Xanthelasma,The presence of xanthomata in the skin of the eyelid.,Fatty deposits in skin around the eyes | Fatty deposits on eyelids | Xanthelasma of eyelid | Xanthelasma of periocular region | Xanthelasma palpebrarum | Xanthoma | Xanthoma of eyelid | Xanthoma of periocular region,,,HPO,hpo,,,,,,,,,,0,180,8,True,True
hpo:HP:0034838,Cleavage at junction of stratum corneum and stratum granulosum,Splitting of the skin (cell-cell adhesion of keratinocytes) localized to the interface between the stratum corneum and stratum granulosum layers of the epidermis.,,,,HPO,hpo,,,,,,,,,,0,0,0,True,True
hpo:HP:0007502,Follicular hyperkeratosis,"A skin condition characterized by excessive development of keratin in hair follicles, resulting in rough, cone-shaped, elevated papules resulting from closure of hair follicles with a white plug of sebum.",Hyperkeratosis follicularis,,,HPO,hpo,,,,,,,,,,0,0,1,True,True
hpo:HP:0032344,Upslanting toenail,Upturned concavity of toenails.,Ski-jump toenail | Upturned toenail,,,HPO,hpo,,,,,,,,,,0,0,2,True,True
hpo:HP:0012058,Nodular melanoma,A type of melanoma that starts as a raised area that is usually dark blackish-blue or bluish-red but may not have any color.,nodular melanoma,,,HPO,hpo,,DOID:10047,,,2142002,,C0334424,,,0,0,1,True,True
hpo:HP:0025325,Sparse medial eyebrow,Decreased density/number and/or decreased diameter of medial eyebrow hairs.,Medial thinning of eyebrow,,,HPO,hpo,,,,,,,,,,0,0,1,True,True
hpo:HP:0025554,Yellow nodule,"A type of skin nodule (a lesions that is greater than either 10mm in both width and depth, and most frequently centered in the dermis or subcutaneous fat) with a yellowish coloration (that reflects a high lipid content of the lesion).",,,,HPO,hpo,,,,,,,,,,0,0,0,True,True
hpo:HP:0008401,Onychogryphosis of toenails,Thickened toenails.,Overgrowth and curving of toenails,,,HPO,hpo,,,,,,,,,,0,0,1,True,True
hpo:HP:0004552,Scarring alopecia of scalp,,Cicatricial alopecia | Hair loss on scalp from scarring condition,,,HPO,hpo,,,,,,,,,,0,0,2,False,True
hpo:HP:0007431,Congenital ichthyosiform erythroderma,An ichthyosiform abnormality of the skin with congenital onset.,"Congenital ichthyosis | Ichthyosis, congenital",,,HPO,hpo,,,ORPHA:79394,,,,,,,0,2,2,True,False
hpo:HP:0008394,Congenital onychodystrophy,,Congenital malformed nails,,,HPO,hpo,,,,,,,,,,0,0,1,False,True
hpo:HP:0007476,Anhidrotic ectodermal dysplasia,,,,,HPO,hpo,,,,,,,,,,0,7,0,False,True
hpo:HP:0033803,Sub-lamina densa cleavage,A type of blistering in which the cleavage plane of blisters is located below the lamina densa.,Blistering with sub-lamina densa plane of cleavage,,,HPO,hpo,,,,,,,,,,0,0,1,True,True
hpo:HP:0009760,Antecubital pterygium,"Pterygium affecting the elbow. This is a cutaneous web that can lead to severe flexion contracture of the elbow joint. Antecubital pterygium can be unilateral, bilateral, symmetric, or asysmmetric.",Pterygium cubitale | Webbed elbow,,,HPO,hpo,,,ORPHA:2987,38,,178200,C1867439,,,5,0,2,True,True
hpo:HP:0000967,Petechiae,"Petechiae are pinpoint-sized reddish/purple spots, resembling a rash, that appear just under the skin or a mucous membrane when capillaries have ruptured and some superficial bleeding into the skin has happened. This term refers to an abnormally increased susceptibility to developing petechiae.",,,,HPO,hpo,,,,,,,,,,0,107,0,True,True
hpo:HP:0025525,Scaling skin on fingertip,"Loss of the outer layer of the epidermis in large, scale-like flakes localized to one or more fingertips.",,,,HPO,hpo,,,,,,,,,,0,0,0,True,True
hpo:HP:0005882,Dermatoglyphic variants,,,,,HPO,hpo,,,,,,,,,,0,0,0,False,False
hpo:HP:0007665,Curly eyelashes,Abnormally curly or curved eyelashes.,Curly eyelashes,,,HPO,hpo,,,,,,,,,,0,0,1,True,True
hpo:HP:0030819,Ski jump nail,Nails that slope upward at the free edge.,Upslanting nail | Upward angulation of nail,,,HPO,hpo,,,,,,,,,,0,0,2,True,True
hpo:HP:0550003,Proximal scleroderma,"Symmetrical thickening, tightening and induration of the skin of the fingers and the skin proximal to the metacarpophalangeal or metatarsophalangeal joints. These changes can involve the entire limb, face, neck and trunk.",,,,HPO,hpo,,,,,,,,,,0,0,0,True,True
hpo:HP:0006157,Prominent palmar flexion creases,,Prominent life line,,,HPO,hpo,,,,,,,,,,0,0,1,False,True
hpo:HP:6001014,Hiker's feet,"Hyperkeratotic scaly fissured plaques on the fingers/palms or soles, generally more evident on the lateral aspect of index fingers.",,,,HPO,hpo,,,,,,,,,,0,0,0,True,True
hpo:HP:0035004,Reduced epidermal keratin protein expression,Amount of one or more keratins in the epidermis below the lower limit of normal. The findiong is typically ascertained by immunofluorescent microscopy.,,,,HPO,hpo,,,,,,,,,,0,0,0,True,False
hpo:HP:0030845,Heliotrope rash of eyelid,Heliotrope rash is a violaceous discoloration of the eyelids associated with periorbital edema.,,,,HPO,hpo,,,,,,,,,,0,0,0,True,True
hpo:HP:0033425,Periungual erythema,Erythema (redness of the skin caused by hyperemia in superficial capillaries) in the region surrounding a fingernail or toe nail.,,,,HPO,hpo,,,,,,,,,,0,1,0,True,True
hpo:HP:0002297,Red hair,,Ginger hair color | Ginger hair colour | Red hair | Red hair color | Red hair colour | Red head (hair color),,,HPO,hpo,,,,,,,,,,0,0,6,False,True
hpo:HP:0032163,Molluscum contagiosum,"Molluscum contagiosum is a cutaneous viral infection that is commonly observed in both healthy and immunocompromised children. The infection is caused by a member of the Poxviridae family, the molluscum contagiosum virus. Molluscum contagiosum presents as single or multiple small white or flesh-colored papules that typically have a central umbilication. The central umbilication may be difficult to observe in young children and, instead, may bear an appearance similar to an acneiform eruption. Th",,,,HPO,hpo,,,,,,,,,,0,2148,0,True,False
hpo:HP:0031364,Ecchymosis,A purpuric lesion that is larger than 1 cm in diameter.,Ecchymoses,,,HPO,hpo,,,,,,,,,,0,12,1,True,False
hpo:HP:0033976,Volar fingernail,"The presence of an extra nail on the palmar (volar, ventral) surface of the finger.",Palmar fingernail | Ventral fingernail,,,HPO,hpo,,,,,,,,,,0,0,2,True,True
hpo:HP:0008383,Slow-growing nails,Nails whose growth is slower than normal.,Slow-growing nails,,,HPO,hpo,,,,,,,,,,0,0,1,True,True
hpo:HP:0007403,Hypertrophy of skin of soles,,Thick skin of soles,,,HPO,hpo,,,,,,,,,,0,0,1,False,True
hpo:HP:0007560,Unusual dermatoglyphics,,,,,HPO,hpo,,,,,,,,,,0,0,0,False,True
hpo:HP:0005592,Giant melanosomes in melanocytes,The presence of large spherical melanosomes (1 to 6 micrometer in diameter) in the cytoplasm of melanocytes.,Macromelanosomes,,,HPO,hpo,,,,,,,,,,0,0,1,True,True
hpo:HP:0001818,Paronychia,The nail disease paronychia is an often-tender bacterial or fungal hand infection or foot infection where the nail and skin meet at the side or the base of a finger or toenail. The infection can start suddenly (acute paronychia) or gradually (chronic paronychia).,,,,HPO,hpo,,,,,,,,,,0,294,0,True,True
hpo:HP:0031541,Linear C3 deposits along the epidermal basement membrane zone,Presence of complement C3 in the dermoepidermal junction that are distributed in a linear pattern. This feature can be appreciated by immunofluorescence microscopy.,,,,HPO,hpo,,,,,,,,,,0,0,0,True,True
hpo:HP:0030679,Ash-leaf spot,A hypopigmented spot in the shape of a leaf from the mountain ash tree.,,,,HPO,hpo,,,,,,,,,,0,0,0,True,True
hpo:HP:0012204,Recurrent vulvovaginal candidiasis,"Recurrent infection involving the vulva, vagina, and adjacent crural areas, whereby the causative agent belongs to the genus Candida.",,,,HPO,hpo,,,,,,,,,,0,0,0,True,True
hpo:HP:0004771,Premature graying of body hair,,Premature graying of body hair | Premature greying of body hair,,,HPO,hpo,,,,,,,,,,0,0,2,False,True
hpo:HP:0001056,Milia,Presence of multiple small cysts containing keratin (skin protein) and presenting as tiny pearly-white bumps just under the surface of the skin.,Milk spot | Millium cyst,,,HPO,hpo,,,,,,,,,,0,687,2,True,True
hpo:HP:0100037,Abnormality of the scalp hair,An abnormality of the hair of head.,Abnormality of the scalp hair,,,HPO,hpo,,,,,,,,,,0,0,1,True,False
hpo:HP:0025245,Cutaneous cyst,A hollow mass located in the skin that is surrounded by an epithelium-lined wall and is well demarcated from the adjacent tissue. Cysts are often said to be sac-like and may contain serous liquid or semisolid material.,Skin cyst,,,HPO,hpo,,,,,,,,,,0,0,1,True,False
hpo:HP:0012344,Morphea,Isolated patches of hardened skin (scleroderma).,,,,HPO,hpo,,,ORPHA:90289,634,,,C0036420,D012594,,13,265,0,True,True
hpo:HP:0011123,Inflammatory abnormality of the skin,"The presence of inflammation of the skin. That is, an abnormality of the skin resulting from the local accumulation of fluid, plasma proteins, and leukocytes.",Abnormal tendency to infections of the skin | Inflammatory abnormality of the skin | Inflammatory skin disease | Skin inflammation,,,HPO,hpo,,,,,,,,,,0,0,4,True,False
hpo:HP:0007515,Hypoplastic pilosebaceous units,,,,,HPO,hpo,,,,,,,,,,0,0,0,False,True
hpo:HP:0040251,Hand dimple,A cutaneous indentation resulting from tethering of the skin to underlying structures (bone) of the hand.,Hand dimples,,,HPO,hpo,,,,,,,,,,0,0,1,True,True
hpo:HP:0007570,Hyperkeratosis lenticularis perstans,"Hyperkeratosis lenticularis perstans (HLP), also known as Flegel disease, is a keratinization abnormality characterized by small, asymptomatic erythematous papules that leave characteristic punctate bleeding when they become detached. The lesions generally occur symmetrically along the top of the foot and on the legs, appearing more rarely on the arms, forearms, palms, and soles, and even on the oral mucosa.",Flegel disease,,,HPO,hpo,,,ORPHA:409,253,,144150,C0263420,C538377,,9,0,1,True,True
hpo:HP:0025182,Localized area of pendulous skin,"A confined region of lax skin that hangs below the level of the surrounding skin. Histopatholigically, there is a loss of elastic fibers in the dermis of the affected region.",Localised area of pendulous skin,,,HPO,hpo,,,,,,,,,,0,0,1,True,True
hpo:HP:0009920,Nevus of Ota,A dermal melanocytic hamartoma that presents as bluish hyperpigmentation on the face along the first or second branches of the trigeminal nerve. Nevus of Ota may involve the sclera.,Congenital melanosis bulbi | Mongolian spot | Naevus fuscoceruleus ophthalmomaxillaris | Nevus fuscoceruleus ophthalmomaxillaris | Nevus of Ito | Oculodermal melanocytosis,,,HPO,hpo,,,ORPHA:263425,,,,,,,0,0,6,True,True
hpo:HP:0035003,Reduced epidermal keratin 14 protein expression,Amount of keratin 14 in the epidermis below the lower limit of normal. The findiong is typically ascertained by immunofluorescent microscopy.,,,,HPO,hpo,,,,,,,,,,0,0,0,True,True
hpo:HP:0034840,Absence of epidermal lamellar bodies,"Lack of lamellar bodies (LBs) inthe epidermis. LBs are specialized organelles that contain pro-barrier lipids imparting a fully lamellar internal structure, but also other cargoes such as enzymes (lipid metabolizing and proteolytic), enzyme inhibitors, and antimicrobial peptides.",,,,HPO,hpo,,,,,,,,,,0,0,0,True,True
